Group,Subgroup,Name,Shape,Type,Size
AwakeEventData,AwakeEventData/SR.SCOPE43.CH02/Acquisition,value,"(1, 352)",int16,352
AwakeEventData,AwakeEventData/SR.SCOPE43.CH02/Acquisition,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH03/Acquisition,CTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH03/Acquisition,cycleTag,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH03/Acquisition,diffStamps,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH03/Acquisition,firstSampleTime,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH03/Acquisition,offset,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH03/Acquisition,sampleInterval,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH03/Acquisition,sensitivity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH03/Acquisition,triggerError,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH03/Acquisition,triggerStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH03/Acquisition,value,"(1, 352)",int16,352
AwakeEventData,AwakeEventData/SR.SCOPE43.CH03/Acquisition,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH04/Acquisition,CTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH04/Acquisition,cycleTag,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH04/Acquisition,diffStamps,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH04/Acquisition,firstSampleTime,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH04/Acquisition,offset,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH04/Acquisition,sampleInterval,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH04/Acquisition,sensitivity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH04/Acquisition,triggerError,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH04/Acquisition,triggerStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH04/Acquisition,value,"(1, 352)",int16,352
AwakeEventData,AwakeEventData/SR.SCOPE43.CH04/Acquisition,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH05/Acquisition,CTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH05/Acquisition,cycleTag,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH05/Acquisition,diffStamps,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH05/Acquisition,firstSampleTime,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH05/Acquisition,offset,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH05/Acquisition,sampleInterval,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH05/Acquisition,sensitivity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH05/Acquisition,triggerError,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH05/Acquisition,triggerStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH05/Acquisition,value,"(1, 352)",int16,352
AwakeEventData,AwakeEventData/SR.SCOPE43.CH05/Acquisition,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH06/Acquisition,CTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH06/Acquisition,cycleTag,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH06/Acquisition,diffStamps,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH06/Acquisition,firstSampleTime,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH06/Acquisition,offset,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH06/Acquisition,sampleInterval,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH06/Acquisition,sensitivity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH06/Acquisition,triggerError,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH06/Acquisition,triggerStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH06/Acquisition,value,"(1, 252)",int16,252
AwakeEventData,AwakeEventData/SR.SCOPE43.CH06/Acquisition,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH07/Acquisition,CTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH07/Acquisition,cycleTag,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH07/Acquisition,diffStamps,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH07/Acquisition,firstSampleTime,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH07/Acquisition,offset,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH07/Acquisition,sampleInterval,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH07/Acquisition,sensitivity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH07/Acquisition,triggerError,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH07/Acquisition,triggerStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH07/Acquisition,value,"(1, 352)",int16,352
AwakeEventData,AwakeEventData/SR.SCOPE43.CH07/Acquisition,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH08/Acquisition,CTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH08/Acquisition,cycleTag,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH08/Acquisition,diffStamps,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH08/Acquisition,firstSampleTime,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH08/Acquisition,offset,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH08/Acquisition,sampleInterval,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH08/Acquisition,sensitivity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH08/Acquisition,triggerError,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH08/Acquisition,triggerStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH08/Acquisition,value,"(1, 252)",int16,252
AwakeEventData,AwakeEventData/SR.SCOPE43.CH08/Acquisition,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH01/Acquisition,CTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH01/Acquisition,cycleTag,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH01/Acquisition,diffStamps,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH01/Acquisition,firstSampleTime,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH01/Acquisition,offset,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH01/Acquisition,sampleInterval,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH01/Acquisition,sensitivity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH01/Acquisition,triggerError,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH01/Acquisition,triggerStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH01/Acquisition,value,"(1, 352)",int16,352
AwakeEventData,AwakeEventData/SR.SCOPE45.CH01/Acquisition,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH02/Acquisition,CTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH02/Acquisition,cycleTag,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH02/Acquisition,diffStamps,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH02/Acquisition,firstSampleTime,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH02/Acquisition,offset,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH02/Acquisition,sampleInterval,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH02/Acquisition,sensitivity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH02/Acquisition,triggerError,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH02/Acquisition,triggerStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH02/Acquisition,value,"(1, 352)",int16,352
AwakeEventData,AwakeEventData/SR.SCOPE45.CH02/Acquisition,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH03/Acquisition,CTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH03/Acquisition,cycleTag,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH03/Acquisition,diffStamps,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH03/Acquisition,firstSampleTime,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH03/Acquisition,offset,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH03/Acquisition,sampleInterval,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH03/Acquisition,sensitivity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH03/Acquisition,triggerError,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH03/Acquisition,triggerStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH03/Acquisition,value,"(1, 352)",int16,352
AwakeEventData,AwakeEventData/SR.SCOPE45.CH03/Acquisition,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH04/Acquisition,CTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH04/Acquisition,cycleTag,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH04/Acquisition,diffStamps,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH04/Acquisition,firstSampleTime,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH04/Acquisition,offset,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH04/Acquisition,sampleInterval,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH04/Acquisition,sensitivity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH04/Acquisition,triggerError,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH04/Acquisition,triggerStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE45.CH04/Acquisition,value,"(1, 352)",int16,352
AwakeEventData,AwakeEventData/SR.SCOPE45.CH04/Acquisition,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs,delay,"(1,)",float64,1
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead,channelRead,"(1,)",int32,1
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead,dataAxis,"(5000,)",float64,5000
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead,dataValue,"(5000,)",float64,5000
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead,fileCount,"(1,)",int32,1
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead,fileName,"(1,)",|S29,1
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead,fileReadDelay,"(1,)",int64,1
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead,fileTime,"(1,)",int64,1
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead,headerName,"(100,)",|S17,100
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead,headerValue,"(100,)",|S16,100
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead,channelRead,"(1,)",int32,1
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead,dataAxis,"(5000,)",float64,5000
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead,dataValue,"(5000,)",float64,5000
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead,fileCount,"(1,)",int32,1
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead,fileName,"(1,)",|S29,1
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead,fileReadDelay,"(1,)",int64,1
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead,fileTime,"(1,)",int64,1
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead,headerName,"(100,)",|S17,100
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead,headerValue,"(100,)",|S16,100
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH3,FileRead,(),|S166,1
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead,channelRead,"(1,)",int32,1
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead,dataAxis,"(2000,)",float64,2000
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead,dataValue,"(2000,)",float64,2000
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead,fileCount,"(1,)",int32,1
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead,fileName,"(1,)",|S29,1
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead,fileReadDelay,"(1,)",int64,1
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead,fileTime,"(1,)",int64,1
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead,headerName,"(100,)",|S17,100
AwakeEventData,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead,headerValue,"(100,)",|S16,100
AwakeEventData,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,dataAcquisitionTime,"(1,)",int64,1
AwakeEventData,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,dataAmplitude,"(768,)",float64,768
AwakeEventData,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,dataDelay,"(768,)",float64,768
AwakeEventData,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,dataImage,"(768, 576)",int16,442368
AwakeEventData,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,fileCount,"(1,)",int32,1
AwakeEventData,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,fileName,"(1,)",|S17,1
AwakeEventData,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,fileTime,"(1,)",int64,1
AwakeEventData,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,fittedAmplitude,"(768,)",float64,768
AwakeEventData,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,pulseWidth,"(1,)",float64,1
AwakeEventData,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition,nameValue,"(100,)",|S45,100
AwakeEventData,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition,floatValue,"(100,)",float64,100
AwakeEventData,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition,nameValue,"(100,)",|S19,100
AwakeEventData,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition,floatValue,"(100,)",float64,100
AwakeEventData,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,fileCount,"(1,)",int32,1
AwakeEventData,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,fileName,"(1,)",|S42,1
AwakeEventData,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,fileReadDelay,"(1,)",int64,1
AwakeEventData,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,fileTime,"(1,)",int64,1
AwakeEventData,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,floatValue,"(1,)",float64,1
AwakeEventData,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,integerValue,"(1,)",int64,1
AwakeEventData,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,stringValue,"(1,)",|S4,1
AwakeEventData,AwakeEventData/TSG41.AWAKE-CTRHET-WR8,FileRead,(),|S166,1
AwakeEventData,AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition,nameValue,"(100,)",|S18,100
AwakeEventData,AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition,floatValue,"(100,)",float64,100
AwakeEventData,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/NameAcquisition,nameValue,"(100,)",|S20,100
AwakeEventData,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition,floatValue,"(100,)",float64,100
AwakeEventData,AwakeEventData/TSG41.AWAKE-LASER-DATA/NameAcquisition,nameValue,"(100,)",|S55,100
AwakeEventData,AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition,floatValue,"(100,)",float64,100
AwakeEventData,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition,nameValue,"(100,)",|S19,100
AwakeEventData,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition,floatValue,"(100,)",float64,100
AwakeEventData,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition,nameValue,"(100,)",|S16,100
AwakeEventData,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition,floatValue,"(100,)",float64,100
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,dataAcquisitionTime,"(1,)",int64,1
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,dataAxis,"(3648,)",float64,3648
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,dataValue,"(3648,)",float64,3648
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,fileCount,"(1,)",int32,1
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,fileName,"(1,)",|S44,1
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,fileReadDelay,"(1,)",int64,1
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,fileTime,"(1,)",int64,1
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,headerName,"(11,)",|S32,11
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,headerValue,"(11,)",|S28,11
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,nPixels,"(1,)",int32,1
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,dataAcquisitionTime,"(1,)",int64,1
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,dataAxis,"(3648,)",float64,3648
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,dataValue,"(3648,)",float64,3648
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,fileCount,"(1,)",int32,1
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,fileName,"(1,)",|S43,1
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,fileReadDelay,"(1,)",int64,1
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,fileTime,"(1,)",int64,1
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,headerName,"(11,)",|S32,11
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,headerValue,"(11,)",|S28,11
AwakeEventData,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,nPixels,"(1,)",int32,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,FileTime,"(1,)",int64,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,dataAcquisitionTime,"(1,)",int64,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,dataAxis,"(785,)",float64,785
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,dataValue1,"(785,)",float64,785
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,dataValue2,"(785,)",float64,785
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,dataValue3,"(785,)",float64,785
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,dataValue4,"(785,)",float64,785
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,fileCount,"(1,)",int32,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,fileName,"(1,)",|S17,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,fileReadDelay,"(1,)",int64,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,headerName,"(100,)",|S1,100
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,headerValue,"(100,)",|S1,100
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,nPixels,"(1,)",int32,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,FileTime,"(1,)",int64,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,dataAcquisitionTime,"(1,)",int64,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,dataAxis,"(785,)",float64,785
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,dataValue1,"(785,)",float64,785
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,dataValue2,"(785,)",float64,785
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,dataValue3,"(785,)",float64,785
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,dataValue4,"(785,)",float64,785
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,fileCount,"(1,)",int32,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,fileName,"(1,)",|S17,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,fileReadDelay,"(1,)",int64,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,headerName,"(100,)",|S1,100
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,headerValue,"(100,)",|S1,100
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,nPixels,"(1,)",int32,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,FileTime,"(1,)",int64,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,dataAcquisitionTime,"(1,)",int64,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,dataAxis,"(785,)",float64,785
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,dataValue1,"(785,)",float64,785
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,dataValue2,"(785,)",float64,785
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,dataValue3,"(785,)",float64,785
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,dataValue4,"(785,)",float64,785
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,fileCount,"(1,)",int32,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,fileName,"(1,)",|S17,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,fileReadDelay,"(1,)",int64,1
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,headerName,"(100,)",|S1,100
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,headerValue,"(100,)",|S1,100
AwakeEventData,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,nPixels,"(1,)",int32,1
AwakeEventData,AwakeEventData/TT41.BCTF.412340/Acquisition,acqTime,"(1,)",|S26,1
AwakeEventData,AwakeEventData/TT41.BCTF.412340/Acquisition,beamDestinationStr,"(1,)",|S5,1
AwakeEventData,AwakeEventData/TT41.BCTF.412340/Acquisition,beamID,"(1,)",int32,1
AwakeEventData,AwakeEventData/TT41.BCTF.412340/Acquisition,calResultCh1,"(2,)",int32,2
AwakeEventData,AwakeEventData/TT41.BCTF.412340/Acquisition,calResultCh2,"(2,)",int32,2
AwakeEventData,AwakeEventData/TT41.BCTF.412340/Acquisition,calStatusCh1,"(1,)",int16,1
AwakeEventData,AwakeEventData/TT41.BCTF.412340/Acquisition,calStatusCh2,"(1,)",int16,1
AwakeEventData,AwakeEventData/TT41.BCTF.412340/Acquisition,calibrationFactorCh1,"(1,)",float32,1
AwakeEventData,AwakeEventData/TT41.BCTF.412340/Acquisition,calibrationFactorCh2,"(1,)",float32,1
AwakeEventData,AwakeEventData/TT41.BCTF.412340/Acquisition,calibratorIMeasuredCh1,"(1,)",float32,1
AwakeEventData,AwakeEventData/TT41.BCTF.412340/Acquisition,calibratorIMeasuredCh2,"(1,)",float32,1
AwakeEventData,AwakeEventData/TT41.BCTF.412340/Acquisition,calibratorVActual,"(1,)",float32,1
AwakeEventData,AwakeEventData/TT41.BCTF.412340/Acquisition,commonStatus,"(1,)",int16,1
AwakeEventData,AwakeEventData/TT41.BCTF.412340/Acquisition,cycleTime,"(1,)",|S26,1
AwakeEventData,AwakeEventData/TT41.BCTF.412340/Acquisition,descriptionCh1,"(1,)",|S1,1
